"x","y","Coastal_Aerosol","Blue","Green","Red","Near_Infrared","Shortwave_Infrared_1","Shortwave_Infrared_2","image_year","agriculture","Cropland_and_Pasture","Orchards_Groves_Vineyards","Confined_Feeding","Other_Ag_Land","Herbaceous_Rangeland","Shrub_Brush_Rangeland","Mixed_Rangeland","ndvi","ndwi","evi","sr","ag_type"
-158.041730829253,21.540477619081,0.89190000295639,0.926052629947662,1.0701789855957,1.05432629585266,1.71876847743988,1.38634204864502,1.14959478378296,2023,"Yes",1,0,0,0,0,0,0,0.239603127879512,-0.232557084864637,0.791254469269752,1.63020545366353,"Cropland_Pasture"
-158.136053934085,21.5606897129737,0.875133335590363,0.893299996852875,0.980055570602417,1.03693330287933,1.38189995288849,1.2121444940567,1.09265553951263,2016,"Yes",1,0,0,0,0,0,0,0.142616961787908,-0.1701320699266,0.453009438449368,1.33267969024745,"Cropland_Pasture"
-158.068680287776,21.4484003024587,0.881366670131683,0.924826681613922,1.07195997238159,1.12425994873047,1.63473331928253,1.48370671272278,1.23510670661926,2015,"Yes",1,0,0,0,0,0,0,0.185021607870648,-0.20791914201514,0.522150130467384,1.45405279368752,"Cropland_Pasture"
-157.767744667596,21.3024240687893,0.783842861652374,0.808671414852142,0.929928600788116,0.866057157516479,1.91522860527039,1.27044284343719,0.981199979782104,2023,"Yes",0,0,0,0,0,1,0,0.377225332898779,-0.346307754940278,1.28164307766536,2.21143441705688,"Shrub_Range"
-158.057451346725,21.5921307479178,0.797888875007629,0.818627774715424,0.934705555438995,0.874405562877655,2.20953321456909,1.31276106834412,1,2024,"Yes",1,0,0,0,0,0,0,0.432929363402218,-0.405448743680117,1.44103926402854,2.52689748141303,"Cropland_Pasture"
-158.118087628403,21.562935501184,0.799377799034119,0.828988909721375,0.95731109380722,0.945266664028168,1.8074666261673,1.37575554847717,1.10605549812317,2024,"Yes",1,0,0,0,0,0,0,0.313215946205202,-0.307495074999344,0.953065287707972,1.91212352550861,"Cropland_Pasture"
-158.091138169879,21.5427234072913,0.839468777179718,0.875850021839142,1.02166247367859,1.01798129081726,1.95644998550415,1.51401245594025,1.19578123092651,2024,"Yes",1,0,0,0,0,0,0,0.31551197775446,-0.313885900763494,0.940175087418971,1.92189188853703,"Cropland_Pasture"
-158.178723910081,21.5539523483428,1.17347502708435,1.19888746738434,1.29148745536804,1.26818752288818,2.05979990959167,1.49233746528625,1.14198744297028,2015,"Yes",0,0,0,0,0,0,1,0.237865197139167,-0.229258899805767,1.17991265428937,1.62420767624386,"Mixed_Range"
-157.709354174128,21.3293735273129,0.811739981174469,0.835780024528503,0.931010007858276,0.899129986763,1.9499100446701,1.36286997795105,1.04838001728058,2021,"Yes",1,0,0,0,0,0,0,0.368818986856617,-0.35367175007776,1.26518316917419,2.16866312254812,"Cropland_Pasture"
-158.189952851132,21.5247571016089,1.34512853622437,1.35811424255371,1.41748571395874,1.39722859859467,2.01975703239441,1.42545711994171,1.10804283618927,2014,"Yes",0,0,0,0,0,1,0,0.182186435949262,-0.175219314688981,1.27853210626428,1.44554515590783,"Shrub_Range"
-157.711599962339,21.3024240687893,0.832172751426697,0.872036337852478,1.01229095458984,0.976645469665527,1.94320905208588,1.50110912322998,1.14728176593781,2014,"Yes",0,0,0,0,0,1,0,0.331031417907966,-0.314978208558056,1.06788005397059,1.98967702451062,"Shrub_Range"
-158.010289794308,21.6886996409607,0.821966648101807,0.831353306770325,0.911653339862823,0.866726636886597,1.710693359375,1.21682667732239,0.958259999752045,2018,"Yes",0,0,0,0,0,0,1,0.327446331491386,-0.304704187186391,1.25897282116903,1.97374037738133,"Mixed_Range"
-158.167494969029,21.5719186540252,0.887690007686615,0.914399981498718,1.05834996700287,1.00600004196167,2.21019005775452,1.43781995773315,1.12312996387482,2015,"Yes",1,0,0,0,0,0,0,0.374415062063375,-0.352402014975217,1.26056740644159,2.19700791805606,"Cropland_Pasture"
-157.844101466746,21.4147134793042,1.65030002593994,1.64719998836517,1.66026663780212,1.61023330688477,2.16989994049072,1.46236670017242,1.13039994239807,2014,"Yes",0,0,0,0,0,1,0,0.148054736957889,-0.133057738422372,2.93142042290678,1.34756866052455,"Shrub_Range"
